Index,Num_c,SMILES,cid,iupac_name,molecular_weight,molecular_formula,complexity,rotatable_bond_count,heavy_atom_count,xlogp,Chloride_CAS,Bromide_CAS,Iodide_CAS,Fluoride_CAS,gap,predicted_gap
263,13,CCCCC[N+](CC)(CCC)CCC,118020792.0,ethyl-pentyl-dipropylazanium,200.38,C13H30N+,114.0,9.0,14.0,4.2,,,,,,7.8492841720581055
268,13,CCCC[N+](C)(C)CCCCC(C)C,157100786.0,butyl-dimethyl-(5-methylhexyl)azanium,200.38,C13H30N+,127.0,8.0,14.0,4.1,,,,,,7.106960296630859
274,13,CCCC[N+](C)(CCC)CC(C)(C)C,172207345.0,"butyl-(2,2-dimethylpropyl)-methyl-propylazanium",200.38,C13H30N+,146.0,7.0,14.0,4.2,,,,,,7.841772079467773
278,13,CCCC[N+](C)(CCCC)CCCC,36209.0,tributyl(methyl)azanium,200.38,C13H30N+,98.0,9.0,14.0,4.0,"56375-79-2, 260-135-8","253-313-1, 37026-88-3","3085-79-8, 221-402-4",60435-95-2,,7.886100769042969
283,13,CCCC[N+](CC)(CCC)CCCC,5257973.0,dibutyl-ethyl-propylazanium,200.38,C13H30N+,112.0,9.0,14.0,4.0,,,,,,8.004064559936523
284,13,CCCC[N+](CCC)(CCC)CCC,19180.0,butyl(tripropyl)azanium,200.38,C13H30N+,103.0,9.0,14.0,4.2,186033-08-9,"262-637-2, 61175-77-7",3593-24-6,,,8.018899917602539
304,13,CCC[N+](CCC)(CCC)CC(C)C,18761864.0,2-methylpropyl(tripropyl)azanium,200.38,C13H30N+,112.0,8.0,14.0,4.3,,,,,,8.146112442016602
305,13,CC[N+](C)(CC(C)(C)C)CC(C)(C)C,126641745.0,"bis(2,2-dimethylpropyl)-ethyl-methylazanium",200.38,C13H30N+,153.0,5.0,14.0,4.1,,,,,,7.782343864440918
312,13,CC[N+](CC)(CC)CCCCC(C)C,141658702.0,triethyl(5-methylhexyl)azanium,200.38,C13H30N+,117.0,8.0,14.0,4.0,,,,,,7.105218887329102
318,14,CC(C)CCC[N+](C)(C)CCCC(C)C,86159926.0,dimethyl-bis(4-methylpentyl)azanium,214.41,C14H32N+,131.0,8.0,15.0,4.4,,,,,,7.494277954101562
330,14,CCC(C)CCCC[N+](CC)(CC)CC,170310929.0,triethyl(5-methylheptyl)azanium,214.41,C14H32N+,130.0,9.0,15.0,4.5,,,,,,6.93142032623291
376,14,CCCCC(C)(C)C[N+](C)(C)CCCC,163469227.0,"butyl-(2,2-dimethylhexyl)-dimethylazanium",214.41,C14H32N+,159.0,8.0,15.0,4.7,,,,,,7.52871036529541
394,14,CCCCCCCCCCC[N+](C)(C)C,5228566.0,trimethyl(undecyl)azanium,214.41,C14H32N+,124.0,10.0,15.0,5.3,,2650-58-0,,,,6.352058410644531
395,14,CCCCCCCCCC[N+](C)(C)CC,9974561.0,decyl-ethyl-dimethylazanium,214.41,C14H32N+,129.0,10.0,15.0,5.1,,,,,,6.429518699645996
396,14,CCCCCCCCC[N+](C)(C)CCC,54218218.0,dimethyl-nonyl-propylazanium,214.41,C14H32N+,129.0,10.0,15.0,5.1,,,,,,6.387714385986328
397,14,CCCCCCCCC[N+](C)(CC)CC,157866804.0,diethyl-methyl-nonylazanium,214.41,C14H32N+,127.0,10.0,15.0,5.0,,,,,,6.352047920227051
399,14,CCCCCCCC[N+](C)(C)CCCC,86022633.0,butyl-dimethyl-octylazanium,214.41,C14H32N+,129.0,10.0,15.0,4.9,,,,,,6.877822399139404
401,14,CCCCCCCC[N+](CC)(CC)CC,11411485.0,triethyl(octyl)azanium,214.41,C14H32N+,119.0,10.0,15.0,4.8,,13028-73-4,,,,6.8437700271606445
404,14,CCCCCCC[N+](C)(C)CCC(C)C,159915857.0,heptyl-dimethyl-(3-methylbutyl)azanium,214.41,C14H32N+,138.0,9.0,15.0,4.8,,,,,,7.320539474487305
405,14,CCCCCCC[N+](C)(C)CCCCC,87493941.0,heptyl-dimethyl-pentylazanium,214.41,C14H32N+,129.0,10.0,15.0,4.9,,,,,,7.308101654052734
407,14,CCCCCCC[N+](C)(CC)CCCC,146418800.0,butyl-ethyl-heptyl-methylazanium,214.41,C14H32N+,133.0,10.0,15.0,4.8,,,,,,7.079596519470215
413,14,CCCCCC[N+](C)(C)CCCC(C)C,161625670.0,hexyl-dimethyl-(4-methylpentyl)azanium,214.41,C14H32N+,138.0,9.0,15.0,4.7,,,,,,7.40248441696167
414,14,CCCCCC[N+](C)(C)CCCCCC,158284.0,dihexyl(dimethyl)azanium,214.41,C14H32N+,115.0,10.0,15.0,4.9,82941-31-9,,,,,7.415227890014648
418,14,CCCCCC[N+](C)(CC)CCCCC,87508057.0,ethyl-hexyl-methyl-pentylazanium,214.41,C14H32N+,133.0,10.0,15.0,4.8,,,,,,7.581199645996094
420,14,CCCCCC[N+](C)(CCC)CCCC,87507944.0,butyl-hexyl-methyl-propylazanium,214.41,C14H32N+,133.0,10.0,15.0,4.8,,,,,,7.435173988342285
422,14,CCCCCC[N+](CC)(CC)CCCC,153996762.0,butyl-diethyl-hexylazanium,214.41,C14H32N+,127.0,10.0,15.0,4.6,,,,,,7.636318206787109
423,14,CCCCCC[N+](CC)(CCC)CCC,153959332.0,ethyl-hexyl-dipropylazanium,214.41,C14H32N+,125.0,10.0,15.0,4.8,,,,,,7.476151466369629
429,14,CCCCC[N+](C)(C)CCCCC(C)C,157100787.0,dimethyl-(5-methylhexyl)-pentylazanium,214.41,C14H32N+,138.0,9.0,15.0,4.7,,,,,,7.332808494567871
437,14,CCCCC[N+](C)(CCC)CCC(C)C,164088703.0,methyl-(3-methylbutyl)-pentyl-propylazanium,214.41,C14H32N+,142.0,9.0,15.0,4.7,,,,,,7.836421012878418
438,14,CCCCC[N+](C)(CCC)CCCCC,87509148.0,methyl-dipentyl-propylazanium,214.41,C14H32N+,121.0,10.0,15.0,4.8,,,,,,7.864385604858398
440,14,CCCCC[N+](C)(CCCC)CCCC,21452154.0,dibutyl-methyl-pentylazanium,214.41,C14H32N+,123.0,10.0,15.0,4.6,,,,,,7.830781936645508
444,14,CCCCC[N+](CC)(CC)CCCCC,87534181.0,diethyl(dipentyl)azanium,214.41,C14H32N+,115.0,10.0,15.0,4.6,,,861885-81-6,,,7.610598564147949
446,14,CCCCC[N+](CC)(CCC)CCCC,71366278.0,butyl-ethyl-pentyl-propylazanium,214.41,C14H32N+,133.0,10.0,15.0,4.6,,,511271-73-1,,,7.887335777282715
447,14,CCCCC[N+](CCC)(CCC)CCC,20376265.0,pentyl(tripropyl)azanium,214.41,C14H32N+,114.0,10.0,15.0,4.8,1624317-14-1,,,,,7.89058780670166
465,14,CCCC[N+](C)(CCCC)CC(C)CC,166723465.0,dibutyl-methyl-(2-methylbutyl)azanium,214.41,C14H32N+,134.0,9.0,15.0,4.5,,,,,,7.677459716796875
475,14,CCCC[N+](CC)(CCCC)CC(C)C,87480563.0,dibutyl-ethyl-(2-methylpropyl)azanium,214.41,C14H32N+,132.0,9.0,15.0,4.5,,,,,,7.809778213500977
476,14,CCCC[N+](CC)(CCCC)CCCC,44528.0,tributyl(ethyl)azanium,214.41,C14H32N+,110.0,10.0,15.0,4.4,73586-07-9,37026-89-4,,,,8.090953826904297
478,14,CCCC[N+](CCC)(CCC)CCCC,20480844.0,dibutyl(dipropyl)azanium,214.41,C14H32N+,115.0,10.0,15.0,4.6,,,,,,8.12384033203125
511,14,CC[N+](CC(C)C)(CC(C)C)CC(C)C,117974310.0,ethyl-tris(2-methylpropyl)azanium,214.41,C14H32N+,132.0,7.0,15.0,4.6,,,,,,8.149141311645508
513,14,CC[N+](CC)(CC)CCCCCC(C)C,152651073.0,triethyl(6-methylheptyl)azanium,214.41,C14H32N+,128.0,9.0,15.0,4.5,,,,,,7.020284652709961
551,15,CCC(C)CC[N+](C)(CC)CCCC(C)C,123408627.0,ethyl-methyl-(3-methylpentyl)-(4-methylpentyl)azanium,228.44,C15H34N+,165.0,9.0,16.0,4.9,,,,,,7.463418006896973
634,15,CCCCCC(C)C[N+](C)(C)CC(C)CC,123829284.0,dimethyl-(2-methylbutyl)-(2-methylheptyl)azanium,228.44,C15H34N+,163.0,9.0,16.0,5.3,,,,,,7.066551208496094
641,15,CCCCCCCCCCCC[N+](C)(C)C,8153.0,dodecyl(trimethyl)azanium,228.44,C15H34N+,135.0,11.0,16.0,5.9,"112-00-5, 203-927-0","1119-94-4, 214-290-3","19014-04-1, 606-201-5",118936-21-3,,6.336091995239258
642,15,CCCCCCCCCCC[N+](C)(C)CC,90351725.0,ethyl-dimethyl-undecylazanium,228.44,C15H34N+,140.0,11.0,16.0,5.7,,68367-37-3,,,,6.498211860656738
643,15,CCCCCCCCCC[N+](C)(C)CCC,17915707.0,decyl-dimethyl-propylazanium,228.44,C15H34N+,140.0,11.0,16.0,5.7,,130986-43-5,131107-79-4,,,6.561717510223389
644,15,CCCCCCCCCC[N+](C)(CC)CC,10450839.0,decyl-diethyl-methylazanium,228.44,C15H34N+,138.0,11.0,16.0,5.5,85968-78-1,175917-34-7,169898-88-8,,,6.390848159790039
646,15,CCCCCCCCC[N+](C)(C)CCCC,87493295.0,butyl-dimethyl-nonylazanium,228.44,C15H34N+,140.0,11.0,16.0,5.5,,,,,,6.667352199554443
648,15,CCCCCCCCC[N+](CC)(CC)CC,2249305.0,triethyl(nonyl)azanium,228.44,C15H34N+,130.0,11.0,16.0,5.3,104513-50-0,13028-74-5,,,,6.708243370056152
651,15,CCCCCCCC[N+](C)(C)CCC(C)C,159915858.0,dimethyl-(3-methylbutyl)-octylazanium,228.44,C15H34N+,150.0,10.0,16.0,5.4,,,,,,6.864422798156738
652,15,CCCCCCCC[N+](C)(C)CCCCC,71346400.0,dimethyl-octyl-pentylazanium,228.44,C15H34N+,140.0,11.0,16.0,5.5,151645-62-4,,,,,6.779475212097168
654,15,CCCCCCCC[N+](C)(CC)CCCC,53833324.0,butyl-ethyl-methyl-octylazanium,228.44,C15H34N+,144.0,11.0,16.0,5.3,,,,,,6.9345316886901855
655,15,CCCCCCCC[N+](C)(CCC)CCC,143162850.0,methyl-octyl-dipropylazanium,228.44,C15H34N+,136.0,11.0,16.0,5.5,,,,,,6.899858474731445
660,15,CCCCCCC[N+](C)(C)CCCC(C)C,161625671.0,heptyl-dimethyl-(4-methylpentyl)azanium,228.44,C15H34N+,150.0,10.0,16.0,5.2,,,,,,7.245946884155273
661,15,CCCCCCC[N+](C)(C)CCCCCC,23094264.0,heptyl-hexyl-dimethylazanium,228.44,C15H34N+,140.0,11.0,16.0,5.5,,,,,,7.318500518798828
669,15,CCCCCCC[N+](CC)(CC)CCCC,87526431.0,butyl-diethyl-heptylazanium,228.44,C15H34N+,138.0,11.0,16.0,5.1,,,,,,7.260896682739258
670,15,CCCCCCC[N+](CC)(CCC)CCC,87089434.0,ethyl-heptyl-dipropylazanium,228.44,C15H34N+,136.0,11.0,16.0,5.3,,,,,,7.620343208312988
676,15,CCCCCC[N+](C)(C)CCCCC(C)C,153568186.0,hexyl-dimethyl-(5-methylhexyl)azanium,228.44,C15H34N+,150.0,10.0,16.0,5.2,,,,,,7.300408363342285
677,15,CCCCCC[N+](C)(CC(C)C)CC(C)C,176583041.0,hexyl-methyl-bis(2-methylpropyl)azanium,228.44,C15H34N+,151.0,9.0,16.0,5.3,,,,,,7.6411590576171875
682,15,CCCCCC[N+](C)(CC)CCCCCC,87507678.0,ethyl-dihexyl-methylazanium,228.44,C15H34N+,130.0,11.0,16.0,5.3,,,,,,7.571157455444336
686,15,CCCCCC[N+](C)(CCC)CCCCC,87507746.0,hexyl-methyl-pentyl-propylazanium,228.44,C15H34N+,144.0,11.0,16.0,5.3,,,,,,7.48689079284668
688,15,CCCCCC[N+](C)(CCCC)CCCC,23088868.0,dibutyl-hexyl-methylazanium,228.44,C15H34N+,134.0,11.0,16.0,5.1,,,,,,7.73609733581543
692,15,CCCCCC[N+](CC)(CC)CCCCC,175075511.0,diethyl-hexyl-pentylazanium,228.44,C15H34N+,138.0,11.0,16.0,5.1,,,,,,7.543636322021484
694,15,CCCCCC[N+](CC)(CCC)CCCC,153959333.0,butyl-ethyl-hexyl-propylazanium,228.44,C15H34N+,144.0,11.0,16.0,5.1,,,,,,7.552465438842773
695,15,CCCCCC[N+](CCC)(CCC)CCC,20376280.0,hexyl(tripropyl)azanium,228.44,C15H34N+,125.0,11.0,16.0,5.3,1384116-44-2,61175-78-8,,,,7.744277000427246
718,15,CCCCC[N+](C)(CCCC)CCCCC,54255437.0,butyl-methyl-dipentylazanium,228.44,C15H34N+,132.0,11.0,16.0,5.1,,,,,,7.638314247131348
728,15,CCCCC[N+](CC)(CCC)CCCCC,118020676.0,ethyl-dipentyl-propylazanium,228.44,C15H34N+,132.0,11.0,16.0,5.1,,,,,,7.808727264404297
730,15,CCCCC[N+](CC)(CCCC)CCCC,118020723.0,dibutyl-ethyl-pentylazanium,228.44,C15H34N+,134.0,11.0,16.0,4.9,,,,,,8.049972534179688
732,15,CCCCC[N+](CCC)(CCC)CCCC,87492071.0,butyl-pentyl-dipropylazanium,228.44,C15H34N+,136.0,11.0,16.0,5.1,,,,,,7.874965667724609
753,15,CCCC[N+](C)(CCCC)CC(C)CCC,153210369.0,dibutyl-methyl-(2-methylpentyl)azanium,228.44,C15H34N+,146.0,10.0,16.0,5.0,,,,,,7.842104911804199
775,15,CCCC[N+](CCC)(CCCC)CC(C)C,148152475.0,dibutyl-(2-methylpropyl)-propylazanium,228.44,C15H34N+,144.0,10.0,16.0,5.0,,,,,,7.973341941833496
776,15,CCCC[N+](CCC)(CCCC)CCCC,5248503.0,tributyl(propyl)azanium,228.44,C15H34N+,121.0,11.0,16.0,4.9,,36477-16-4,22426-21-7,,,7.921850204467773
826,16,CC(C)(C)C[N+](C)(CC(C)(C)C)CC(C)(C)C,25069002.0,"tris(2,2-dimethylpropyl)-methylazanium",242.46,C16H36N+,191.0,6.0,17.0,5.5,,,,,,7.950209617614746
836,16,CC(C)CC[N+](C)(CCC(C)C)CCC(C)C,59019034.0,methyl-tris(3-methylbutyl)azanium,242.46,C16H36N+,151.0,9.0,17.0,5.3,,,,,,7.898013114929199
838,16,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C,13726126.0,tetrakis(2-methylpropyl)azanium,242.46,C16H36N+,146.0,8.0,17.0,5.6,,,,,,
916,16,CCCC(C)CCC[N+](C)(CC)CC(C)CC,123793064.0,ethyl-methyl-(2-methylbutyl)-(4-methylheptyl)azanium,242.46,C16H36N+,178.0,10.0,17.0,5.5,,,,,,7.244463920593262
1021,16,CCCCCCCCCCCCC[N+](C)(C)C,11484094.0,trimethyl(tridecyl)azanium,242.46,C16H36N+,146.0,12.0,17.0,6.4,19727-46-9,,,,,6.569677352905273
1022,16,CCCCCCCCCCCC[N+](C)(C)CC,62471.0,dodecyl-ethyl-dimethylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.2,1001-66-7,68207-00-1,41431-84-9,,,6.524275779724121
1023,16,CCCCCCCCCCC[N+](C)(C)CCC,54067909.0,dimethyl-propyl-undecylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.2,,,,,,6.32222843170166
1025,16,CCCCCCCCCC[N+](C)(C)CC(C)C,153847355.0,decyl-dimethyl-(2-methylpropyl)azanium,242.46,C16H36N+,161.0,11.0,17.0,6.1,,,,,,6.8701677322387695
1026,16,CCCCCCCCCC[N+](C)(C)CCCC,57255541.0,butyl-decyl-dimethylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.0,,187731-25-5,,,,6.773510456085205
1028,16,CCCCCCCCCC[N+](CC)(CC)CC,9835339.0,decyl(triethyl)azanium,242.46,C16H36N+,141.0,12.0,17.0,5.9,38443-60-6,5090-03-9,169898-89-9,,,6.457707405090332
1031,16,CCCCCCCCC[N+](C)(C)CCC(C)C,159915859.0,dimethyl-(3-methylbutyl)-nonylazanium,242.46,C16H36N+,161.0,11.0,17.0,5.9,,,,,,6.908394813537598
1032,16,CCCCCCCCC[N+](C)(C)CCCCC,87493818.0,dimethyl-nonyl-pentylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.0,,,,,,7.119366645812988
1034,16,CCCCCCCCC[N+](C)(CC)CCCC,159414620.0,butyl-ethyl-methyl-nonylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.9,,,,,,6.718403339385986
1040,16,CCCCCCCC[N+](C)(C)CCCC(C)C,161625672.0,dimethyl-(4-methylpentyl)-octylazanium,242.46,C16H36N+,161.0,11.0,17.0,5.7,,,,,,7.279513359069824
1041,16,CCCCCCCC[N+](C)(C)CCCCCC,44630345.0,hexyl-dimethyl-octylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.0,122032-50-2,"680-033-0, 187731-26-6",,,,7.254139900207519
1045,16,CCCCCCCC[N+](C)(CC)CCCCC,123637971.0,ethyl-methyl-octyl-pentylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.9,,,,,,7.2210283279418945
1047,16,CCCCCCCC[N+](C)(CCC)CCCC,141640656.0,butyl-methyl-octyl-propylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.8,,,,,,7.271493911743164
1049,16,CCCCCCCC[N+](CC)(CC)CCCC,127262847.0,butyl-diethyl-octylazanium,242.46,C16H36N+,150.0,12.0,17.0,5.7,,,,,,7.536913871765137
1056,16,CCCCCCC[N+](C)(C)CCCCC(C)C,157100788.0,heptyl-dimethyl-(5-methylhexyl)azanium,242.46,C16H36N+,161.0,11.0,17.0,5.7,,,,,,7.26326847076416
1057,16,CCCCCCC[N+](C)(C)CCCCCCC,17912687.0,diheptyl(dimethyl)azanium,242.46,C16H36N+,136.0,12.0,17.0,6.0,106128-47-6,187731-22-2,,,,7.389514446258545
1063,16,CCCCCCC[N+](C)(CC)CCCCCC,175528723.0,ethyl-heptyl-hexyl-methylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.9,,,,,,7.569454669952393
1067,16,CCCCCCC[N+](C)(CCC)CCCCC,71382092.0,heptyl-methyl-pentyl-propylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.8,,,628724-40-3,,,7.358293533325195
1069,16,CCCCCCC[N+](C)(CCCC)CCCC,150372540.0,dibutyl-heptyl-methylazanium,242.46,C16H36N+,146.0,12.0,17.0,5.7,,,,,,7.362724304199219
1076,16,CCCCCCC[N+](CCC)(CCC)CCC,20266119.0,heptyl(tripropyl)azanium,242.46,C16H36N+,137.0,12.0,17.0,5.8,,187731-24-4,,,,7.478604316711426
1097,16,CCCCCC[N+](C)(CCC)CCCCCC,58935187.0,dihexyl-methyl-propylazanium,242.46,C16H36N+,142.0,12.0,17.0,5.8,,,,,,7.782547950744629
1101,16,CCCCCC[N+](C)(CCCC)CCCCC,87508904.0,butyl-hexyl-methyl-pentylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.7,,,,,,7.507656574249268
1108,16,CCCCCC[N+](CC)(CC)CCCCCC,20092195.0,diethyl(dihexyl)azanium,242.46,C16H36N+,136.0,12.0,17.0,5.7,,75174-76-4,,,,7.754641532897949
1114,16,CCCCCC[N+](CC)(CCCC)CCCC,151792739.0,dibutyl-ethyl-hexylazanium,242.46,C16H36N+,146.0,12.0,17.0,5.5,,,,,,7.674884796142578
1116,16,CCCCCC[N+](CCC)(CCC)CCCC,23088825.0,butyl-hexyl-dipropylazanium,242.46,C16H36N+,148.0,12.0,17.0,5.7,,,,,,7.656289577484131
1146,16,CCCCC[N+](C)(CCCCC)CCCCC,13767188.0,methyl(tripentyl)azanium,242.46,C16H36N+,127.0,12.0,17.0,5.7,,,,,,7.914268493652344
1163,16,CCCCC[N+](CC)(CCCC)CCCCC,118020801.0,butyl-ethyl-dipentylazanium,242.46,C16H36N+,144.0,12.0,17.0,5.5,,,,,,7.814323425292969
1164,16,CCCCC[N+](CC)(CCCCC)CC(C)C,87479471.0,ethyl-(2-methylpropyl)-dipentylazanium,242.46,C16H36N+,153.0,11.0,17.0,5.6,,,,,,7.802158355712891
1169,16,CCCCC[N+](CCC)(CCC)CCCCC,85717237.0,dipentyl(dipropyl)azanium,242.46,C16H36N+,136.0,12.0,17.0,5.7,,,,,,7.745107650756836
1171,16,CCCCC[N+](CCC)(CCCC)CCCC,142514259.0,dibutyl-pentyl-propylazanium,242.46,C16H36N+,146.0,12.0,17.0,5.5,,,,,,7.764421463012695
1232,16,CCCC[N+](CCCC)(CC(C)C)CC(C)C,57477251.0,dibutyl-bis(2-methylpropyl)azanium,242.46,C16H36N+,152.0,10.0,17.0,5.4,,1627505-91-2,,,,7.955456733703613
1233,16,CCCC[N+](CCCC)(CCCC)CC(C)C,19858534.0,tributyl(2-methylpropyl)azanium,242.46,C16H36N+,141.0,11.0,17.0,5.4,,,,,,7.876625061035156
1234,16,CCCC[N+](CCCC)(CCCC)CCCC,16028.0,tetrabutylazanium,242.46,C16H36N+,116.0,12.0,17.0,5.3,"1112-67-0, 214-195-7","1643-19-2, 216-699-2","311-28-4, 206-220-5","429-41-4, 207-057-2",,8.081560134887695
1277,16,CCC[N+](CCC)(CCC(C)C)CCC(C)C,127262902.0,bis(3-methylbutyl)-dipropylazanium,242.46,C16H36N+,152.0,10.0,17.0,5.4,,,857160-34-0,,,7.7204084396362305
1579,17,CCCCCCCCCCCCCC[N+](C)(C)C,14251.0,trimethyl(tetradecyl)azanium,256.5,C17H38N+,157.0,13.0,18.0,7.0,"4574-04-3, 224-958-6","1119-97-7, 214-291-9, 8044-71-1",15934-10-8,78165-04-5,,6.137942314147949
1580,17,CCCCCCCCCCCCC[N+](C)(C)CC,87744372.0,ethyl-dimethyl-tridecylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.8,,,,,,6.64874267578125
1581,17,CCCCCCCCCCCC[N+](C)(C)CCC,10786192.0,dodecyl-dimethyl-propylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.8,29481-56-9,29481-57-0,,,,6.588224411010742
1582,17,CCCCCCCCCCCC[N+](C)(CC)CC,14494908.0,dodecyl-diethyl-methylazanium,256.5,C17H38N+,161.0,13.0,18.0,6.6,98342-48-4,94036-11-0,857169-24-5,,,6.6479339599609375
1584,17,CCCCCCCCCCC[N+](C)(C)CCCC,122481735.0,butyl-dimethyl-undecylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.6,,,,,,7.037304878234863
1585,17,CCCCCCCCCCC[N+](C)(CC)CCC,158020210.0,ethyl-methyl-propyl-undecylazanium,256.5,C17H38N+,167.0,13.0,18.0,6.6,,,,,,6.563986778259277
1586,17,CCCCCCCCCCC[N+](CC)(CC)CC,11701609.0,triethyl(undecyl)azanium,256.5,C17H38N+,153.0,13.0,18.0,6.4,2025330-02-1,40879-55-8,,,,6.398768424987793
1589,17,CCCCCCCCCC[N+](C)(C)CCC(C)C,159915860.0,decyl-dimethyl-(3-methylbutyl)azanium,256.5,C17H38N+,172.0,12.0,18.0,6.5,,,,,,6.662433624267578
1590,17,CCCCCCCCCC[N+](C)(C)CCCCC,122481312.0,decyl-dimethyl-pentylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.6,,,,,,6.692141532897949
1593,17,CCCCCCCCCC[N+](C)(CCC)CCC,127262909.0,decyl-methyl-dipropylazanium,256.5,C17H38N+,159.0,13.0,18.0,6.6,1555584-57-0,1555584-55-8,1555584-59-2,1555584-60-5,,6.660052299499512
1594,17,CCCCCCCCCC[N+](CC)(CC)CCC,150914213.0,decyl-diethyl-propylazanium,256.5,C17H38N+,161.0,13.0,18.0,6.4,,,,,,6.720251560211182
1598,17,CCCCCCCCC[N+](C)(C)CCCC(C)C,161625673.0,dimethyl-(4-methylpentyl)-nonylazanium,256.5,C17H38N+,172.0,12.0,18.0,6.3,,,,,,6.988993644714356
1599,17,CCCCCCCCC[N+](C)(C)CCCCCC,53961664.0,hexyl-dimethyl-nonylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.6,,,,,,6.923440933227539
1614,17,CCCCCCCC[N+](C)(C)CCCCC(C)C,157100789.0,dimethyl-(5-methylhexyl)-octylazanium,256.5,C17H38N+,172.0,12.0,18.0,6.3,,,,,,7.1226911544799805
1615,17,CCCCCCCC[N+](C)(C)CCCCCCC,53805370.0,heptyl-dimethyl-octylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.6,,78129-81-4,,,,7.223386764526367
1627,17,CCCCCCCC[N+](C)(CCCC)CCCC,127262900.0,dibutyl-methyl-octylazanium,256.5,C17H38N+,157.0,13.0,18.0,6.2,,857157-79-0,,,,7.142135620117188
1634,17,CCCCCCCC[N+](CCC)(CCC)CCC,54170758.0,octyl(tripropyl)azanium,256.5,C17H38N+,148.0,13.0,18.0,6.4,,61175-79-9,,,,7.408442497253418
1656,17,CCCCCCC[N+](C)(CCC)CCCCCC,54058603.0,heptyl-hexyl-methyl-propylazanium,256.5,C17H38N+,167.0,13.0,18.0,6.4,,,,,,7.294673919677734
1675,17,CCCCCCC[N+](CCC)(CCC)CCCC,151952654.0,butyl-heptyl-dipropylazanium,256.5,C17H38N+,159.0,13.0,18.0,6.2,,,,,,7.329006671905518
1703,17,CCCCCC[N+](C)(CCCC)CCCCCC,57010389.0,butyl-dihexyl-methylazanium,256.5,C17H38N+,153.0,13.0,18.0,6.2,,,,,,7.527491092681885
1707,17,CCCCCC[N+](C)(CCCCC)CCCCC,53812961.0,hexyl-methyl-dipentylazanium,256.5,C17H38N+,155.0,13.0,18.0,6.2,,,,,,7.921908378601074
1721,17,CCCCCC[N+](CC)(CCC)CCCC(C)C,123477148.0,ethyl-hexyl-(4-methylpentyl)-propylazanium,256.5,C17H38N+,176.0,12.0,18.0,5.9,,,,,,7.68917179107666
1734,17,CCCCCC[N+](CCC)(CCCC)CCCC,151583097.0,dibutyl-hexyl-propylazanium,256.5,C17H38N+,157.0,13.0,18.0,6.0,,,,,,7.667738914489746
1769,17,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)C,19035240.0,tris(2-methylpropyl)-pentylazanium,256.5,C17H38N+,167.0,10.0,18.0,6.1,,,,,,7.866175651550293
1799,17,CCCCC[N+](CC)(CCCCC)CCCCC,14022639.0,ethyl(tripentyl)azanium,256.5,C17H38N+,138.0,13.0,18.0,6.0,1624317-15-2,,15066-82-7,,,7.690249443054199
1810,17,CCCCC[N+](CCC)(CCCC)CCCCC,54574573.0,butyl-dipentyl-propylazanium,256.5,C17H38N+,155.0,13.0,18.0,6.0,,,,,,7.849337577819824
1814,17,CCCCC[N+](CCCC)(CCCC)CCCC,3528502.0,tributyl(pentyl)azanium,256.5,C17H38N+,143.0,13.0,18.0,5.8,916772-26-4,"253-314-7, 37026-92-9",22709-08-6,60435-99-6,,7.742316246032715
1899,17,CCCC[N+](CCCC)(CCCC)CC(C)(C)C,59364675.0,"tributyl(2,2-dimethylpropyl)azanium",256.5,C17H38N+,169.0,11.0,18.0,5.8,,,,,,7.9157562255859375
1901,17,CCCC[N+](CCCC)(CCCC)CCC(C)C,18185862.0,tributyl(3-methylbutyl)azanium,256.5,C17H38N+,153.0,12.0,18.0,5.7,,43017-77-2,51136-65-3,,,7.971732139587402
1979,18,CC(C)CCCCC[N+](C)(C)CCCCCC(C)C,19706500.0,dimethyl-bis(6-methylheptyl)azanium,270.5,C18H40N+,174.0,12.0,19.0,6.5,,,,,,7.385585308074951
2376,18,CCCCCCCCCCCCCCC[N+](C)(C)C,423584.0,trimethyl(pentadecyl)azanium,270.5,C18H40N+,169.0,14.0,19.0,7.5,73163-54-9,21424-22-6,,,,6.194623947143555
2377,18,CCCCCCCCCCCCCC[N+](C)(C)CC,110474.0,ethyl-dimethyl-tetradecylazanium,270.5,C18H40N+,175.0,14.0,19.0,7.3,,"271-290-6, 68527-84-4",,,,
